latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-17.54275,-41.85114,306.3,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,285.4,1.6,N
-17.54139,-41.85915,328.2,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,286.1,1.8,N
-17.5116,-41.97068,324.9,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.1,2.5,N
-17.55713,-41.63896,303.2,0.42,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.3,1.2,N
-17.55499,-41.63049,317.9,0.42,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288,1.3,N
-17.55433,-41.63438,311.4,0.42,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.7,1.3,N
-17.55367,-41.63831,302.8,0.42,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.5,0.7,N
-16.53594,-47.14682,301.2,0.59,0.53,2019-10-20,03:48,N,nominal,1.0NRT,286.7,0.9,N
-17.38328,-42.34327,313.8,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,284.6,1.1,N
-17.38254,-42.34763,303.7,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,284.5,1.1,N
-17.54726,-41.28251,313.9,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,290.5,1.9,N
-17.53731,-41.32123,304.8,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,289.2,3.2,N
-17.35661,-42.39141,306.6,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,286.9,0.8,N
-17.53388,-41.32059,305.8,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,290.8,2,N
-17.53325,-41.32438,305.2,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,289.9,2,N
-17.30873,-42.47563,306.6,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,286.9,0.9,N
-16.42225,-47.02039,331,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291.6,6.3,N
-16.41852,-47.01407,307.6,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291.8,3.3,N
-16.4143,-47.03513,312.9,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.6,2.3,N
-16.41746,-47.01936,334.9,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,293.6,3.3,N
-16.41322,-47.04055,328.4,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291.6,2.3,N
-16.41268,-47.01831,304.4,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292,3.3,N
-16.40945,-47.03441,304.8,0.58,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.1,2.3,N
-15.98902,-47.35258,305.3,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,287.5,2.6,N
-16.14344,-46.40891,306.5,0.53,0.5,2019-10-20,03:48,N,nominal,1.0NRT,288.9,1.7,N
-16.14246,-46.41394,303.2,0.53,0.5,2019-10-20,03:48,N,nominal,1.0NRT,285.9,3.3,N
-16.13879,-46.40802,310.5,0.53,0.5,2019-10-20,03:48,N,nominal,1.0NRT,288.3,1.7,N
-16.13781,-46.41306,334.7,0.53,0.5,2019-10-20,03:48,N,nominal,1.0NRT,288.7,3.3,N
-16.94817,-41.88118,301.1,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.5,0.5,N
-17.01724,-41.29779,300.7,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,287.7,1.6,N
-17.01446,-41.2932,299.8,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,288,1.6,N
-17.01381,-41.29711,331.3,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,289.6,1.6,N
-17.01167,-41.28867,331.8,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,289.5,3.1,N
-17.01038,-41.29644,329.7,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,290.7,13.8,N
-17.00758,-41.29193,301.5,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,289.2,13.8,N
-17.00694,-41.29579,311.9,0.42,0.37,2019-10-20,03:48,N,nominal,1.0NRT,288.7,13.8,N
-15.72435,-48.22432,298.1,0.36,0.57,2019-10-20,03:48,N,nominal,1.0NRT,284.8,0.4,N
-15.7237,-48.22754,296.8,0.36,0.57,2019-10-20,03:48,N,nominal,1.0NRT,283.5,0.5,N
-15.71908,-48.2233,327.3,0.36,0.57,2019-10-20,03:48,N,nominal,1.0NRT,286.2,2.9,N
-15.71842,-48.22656,348.1,0.36,0.57,2019-10-20,03:48,N,nominal,1.0NRT,287.5,6.3,N
-16.90022,-41.69733,303.2,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,287.6,1,N
-16.89673,-41.69669,305.5,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.1,1,N
-16.89742,-41.69264,322,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.2,1.3,N
-16.89392,-41.69202,302.6,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.3,0.5,N
-15.85771,-47.18523,297.4,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,284,0.4,N
-15.85388,-47.17883,300.6,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,286.8,2.4,N
-15.85651,-47.18373,303.5,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,287.2,1.5,N
-15.85159,-47.18281,308.6,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,288.6,1.5,N
-15.8347,-47.1911,298.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,284.5,2.6,N
-15.8336,-47.19674,313.8,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,285.6,2.6,N
-15.82983,-47.18988,323.7,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,286.8,2.6,N
-15.82494,-47.18876,312.6,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,286.8,2.1,N
-15.81895,-47.19333,300,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,287.4,2.1,N
-15.81785,-47.19901,310.6,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,287.8,2,N
-15.81293,-47.19805,302.8,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,288.3,2.5,N
-15.80466,-47.21425,299,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,285.9,2.1,N
-15.79971,-47.21342,307.4,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,288,2.9,N
-15.57384,-48.3245,311.7,0.36,0.58,2019-10-20,03:48,N,nominal,1.0NRT,287.1,1.6,N
-15.57296,-48.32888,303.7,0.36,0.58,2019-10-20,03:48,N,nominal,1.0NRT,287.2,1.1,N
-15.54774,-48.34422,310.8,0.36,0.58,2019-10-20,03:48,N,nominal,1.0NRT,286.9,2.2,N
-15.54708,-48.34748,315.4,0.37,0.58,2019-10-20,03:48,N,nominal,1.0NRT,287.8,4.1,N
-15.5458,-48.35378,340.4,0.37,0.58,2019-10-20,03:48,N,nominal,1.0NRT,287.4,5.9,N
-15.54178,-48.34632,317.7,0.37,0.58,2019-10-20,03:48,N,nominal,1.0NRT,287.4,3.6,N
-16.45805,-43.40896,305,0.52,0.42,2019-10-20,03:48,N,nominal,1.0NRT,289.3,1.3,N
-16.36626,-43.78606,310.2,0.55,0.43,2019-10-20,03:48,N,nominal,1.0NRT,285.2,2.3,N
-16.48008,-42.98323,311.8,0.5,0.41,2019-10-20,03:48,N,nominal,1.0NRT,288.9,5,N
-16.48088,-42.97865,330.1,0.5,0.41,2019-10-20,03:48,N,nominal,1.0NRT,290.9,5.6,N
-16.47715,-42.97795,317.1,0.5,0.41,2019-10-20,03:48,N,nominal,1.0NRT,289.2,1.6,N
-16.45897,-42.99359,309.7,0.5,0.41,2019-10-20,03:48,N,nominal,1.0NRT,287.3,2.1,N
-16.45524,-42.99286,323.3,0.5,0.41,2019-10-20,03:48,N,nominal,1.0NRT,287.1,2.1,N
-15.74677,-46.70059,309.8,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291.7,1.9,N
-15.74194,-46.69995,313.9,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.8,1.6,N
-15.73708,-46.69952,307.6,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292,1.6,N
-15.73602,-46.70488,311,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.8,3.8,N
-15.73375,-46.71643,309.3,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.5,2.3,N
-15.98597,-45.36725,303.9,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291.4,1,N
-15.98162,-45.36638,313.4,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291.9,1.7,N
-15.97998,-45.375,305,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291,0.9,N
-15.97915,-45.37933,305.4,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,290.9,0.9,N
-15.97832,-45.38366,304,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291,0.8,N
-15.97749,-45.388,307.7,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,289.6,0.8,N
-15.97414,-45.40552,339,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,292.5,6.4,N
-15.74235,-46.69843,315.4,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.6,2.7,N
-15.98503,-45.36888,309.5,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291.7,1.5,N
-15.73649,-46.7033,308.8,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.9,2.7,N
-15.73434,-46.71466,308.2,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.5,3.2,N
-15.98069,-45.36801,307.3,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291.5,1.1,N
-15.9791,-45.37666,313.6,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291.3,2,N
-15.7305,-46.70885,309.6,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291.9,1.3,N
-15.97348,-45.40724,343.1,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,292,8.4,N
-15.96521,-45.37866,304.6,0.46,0.47,2019-10-20,03:48,N,nominal,1.0NRT,291.3,1.4,N
-16.73991,-40.75235,333.9,0.4,0.37,2019-10-20,03:48,N,nominal,1.0NRT,281.5,4,N
-15.50069,-46.67352,313.1,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.1,2.7,N
-15.46803,-46.68856,306.8,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291.1,1.5,N
-15.46339,-46.68684,307.3,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,291,1.5,N
-15.35665,-47.05303,307,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,286.1,1.8,N
-15.35064,-47.05766,302.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,288.1,1.8,N
-15.34457,-47.0625,305.9,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,290.3,5.5,N
-15.34347,-47.06808,345.6,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,292.8,5.5,N
-16.22131,-42.33915,320.4,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,293.7,2.1,N
-15.33853,-47.0672,325.8,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,290.8,5.5,N
-16.21769,-42.33847,308,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,292.9,1.2,N
-16.21847,-42.33403,327.4,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,294.2,1.9,N
-16.21485,-42.33334,304,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,292.4,1.9,N
-16.41757,-41.0556,317.5,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,292.4,1.5,N
-15.34411,-47.06031,303.4,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,290,3.7,N
-15.34197,-47.07153,316,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,290.5,10.7,N
-15.34304,-47.06594,341.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,293.1,10.7,N
-15.33811,-47.06503,312.8,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,289,2.7,N
-15.33033,-47.0257,303.2,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,290.3,2.3,N
-15.32426,-47.0308,302.5,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,277.6,2.5,N
-15.49267,-45.82031,305.6,0.5,0.49,2019-10-20,03:48,N,nominal,1.0NRT,290.3,2.5,N
-15.49176,-45.8251,367,0.5,0.49,2019-10-20,03:48,N,high,1.0NRT,294.9,16,N
-15.25075,-47.0415,310.2,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,291.5,2.5,N
-15.2497,-47.04686,304.3,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,291.2,2.5,N
-15.21384,-47.04725,309.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,288.5,4,N
-15.18149,-47.20885,310.4,0.63,0.54,2019-10-20,03:48,N,nominal,1.0NRT,293.8,3.7,N
-15.21796,-47.04677,307.3,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,289.8,2.5,N
-15.21389,-47.04143,309.7,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,284.9,3.6,N
-15.213,-47.04604,308.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,290.6,3.6,N
-15.18182,-47.20807,311.5,0.63,0.54,2019-10-20,03:48,N,nominal,1.0NRT,293.8,4.2,N
-15.77229,-43.84468,305.7,0.56,0.43,2019-10-20,03:48,N,nominal,1.0NRT,288.2,0.8,N
-15.10771,-47.08662,311.6,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,292.8,5.8,N
-15.10399,-47.07952,323.6,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,295.4,5.9,N
-15.09898,-47.0789,317.2,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,294,5.9,N
-15.09664,-47.09062,306.8,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,292.7,3.4,N
-15.09782,-47.08471,341,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,296.4,5.9,N
-15.10782,-47.08641,307.6,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,292.9,2.6,N
-15.1029,-47.08532,306.6,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,294.2,2.6,N
-15.10405,-47.0793,323,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,295.5,6.9,N
-15.09904,-47.07867,309.9,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,293.8,3.7,N
-15.09679,-47.0904,306.9,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,292.7,4.8,N
-15.09793,-47.08449,343.6,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,296.9,4.8,N
-15.09184,-47.08944,320.1,0.62,0.54,2019-10-20,03:48,N,nominal,1.0NRT,293.2,4.8,N
-15.88793,-42.53649,304.6,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,288.2,3.8,N
-15.88424,-42.53589,338.8,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,292,3.8,N
-15.05309,-46.9727,304.9,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,293.4,2.6,N
-15.0542,-46.96706,322.6,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,295.1,2.6,N
-15.04938,-46.96563,330.8,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,296,7.5,N
-15.04832,-46.971,341.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,296.5,7.5,N
-15.04721,-46.97663,339,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,295.2,13.5,N
-15.04346,-46.96976,332.8,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,296.5,7.5,N
-15.04263,-46.96848,328.1,0.61,0.53,2019-10-20,03:48,N,nominal,1.0NRT,295.8,7.7,N
-16.26921,-39.83958,302.9,0.39,0.36,2019-10-20,03:48,N,nominal,1.0NRT,289,0.6,N
-13.92195,-52.1652,327.3,0.69,0.74,2019-10-20,03:48,N,nominal,1.0NRT,283.4,5.1,N
-14.95738,-46.77964,301.8,0.59,0.53,2019-10-20,03:48,N,nominal,1.0NRT,288.7,1.5,N
-14.93489,-46.89364,315.2,0.6,0.53,2019-10-20,03:48,N,nominal,1.0NRT,295.1,5.9,N
-14.95591,-46.77714,308.7,0.59,0.53,2019-10-20,03:48,N,nominal,1.0NRT,289.5,1.1,N
-14.93428,-46.8913,313.8,0.6,0.53,2019-10-20,03:48,N,nominal,1.0NRT,295.2,5.1,N
-14.78097,-47.47185,329.1,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,295,5.5,N
-14.77593,-47.4705,319.8,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.4,5.5,N
-14.77544,-47.473,338.5,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,290.5,5.2,N
-15.47875,-43.6478,306,0.56,0.43,2019-10-20,03:48,N,nominal,1.0NRT,293,1,N
-14.76704,-47.43492,308.3,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.2,1.5,N
-14.76197,-47.4338,307,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.3,1.6,N
-14.75688,-47.4328,310.4,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.4,1.6,N
-15.92671,-40.89067,319.5,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,290.9,1.5,N
-14.72407,-47.41164,311.4,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,294,1.4,N
-15.91925,-40.89308,302,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,290.6,1.3,N
-14.71962,-47.40747,313,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.7,1.4,N
-15.81211,-41.37438,303.6,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,289.8,0.9,N
-14.7167,-47.40864,312.4,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.9,2.2,N
-14.71718,-47.40616,330.1,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,294.9,2.2,N
-15.7396,-41.72064,318.6,0.44,0.39,2019-10-20,03:48,N,nominal,1.0NRT,290.7,3.7,N
-14.71169,-47.40721,312.9,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.9,2.1,N
-14.71125,-47.40949,306.4,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,292.7,1.1,N
-15.73738,-41.71222,304.9,0.44,0.39,2019-10-20,03:48,N,nominal,1.0NRT,290.5,0.3,N
-14.70622,-47.40821,311.9,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.1,1.1,N
-14.70577,-47.41049,313.5,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.8,1.1,N
-15.73606,-41.72,332.4,0.44,0.39,2019-10-20,03:48,N,nominal,1.0NRT,293,3.7,N
-14.70074,-47.40918,341.9,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,295.5,4.6,N
-14.70028,-47.41152,333.5,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,294.7,3.2,N
-14.69977,-47.4142,324.4,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,292.3,3.2,N
-14.69407,-47.41631,304.7,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,291.1,2.1,N
-14.69471,-47.41301,325,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,292.6,3.2,N
-14.68888,-47.41585,305.9,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,292.3,1.8,N
-15.76734,-41.34154,307.8,0.43,0.38,2019-10-20,03:48,N,nominal,1.0NRT,292.2,1.6,N
-15.53815,-42.65432,325.1,0.49,0.4,2019-10-20,03:48,N,nominal,1.0NRT,290.2,3.2,N
-15.53445,-42.65359,307.3,0.49,0.4,2019-10-20,03:48,N,nominal,1.0NRT,288.9,0.9,N
-14.61133,-47.39617,307,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,292.5,1.7,N
-14.61083,-47.39874,316.1,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,294.6,2.5,N
-14.60609,-47.39591,305,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,292,1.5,N
-17.09275,-50.60859,367,0.48,0.64,2019-10-20,03:48,N,high,1.0NRT,281.4,5,N
-17.08397,-50.62065,313.8,0.48,0.64,2019-10-20,03:48,N,nominal,1.0NRT,278.5,1.8,N
-17.07806,-50.6192,314.8,0.48,0.64,2019-10-20,03:48,N,nominal,1.0NRT,278.8,1.8,N
-18.65642,-42.35891,307,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,287,2.7,N
-18.65786,-42.35051,330.4,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,287.6,4.2,N
-18.65713,-42.35476,338.8,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,289.3,4.2,N
-18.65361,-42.35408,326.7,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.1,1.4,N
-18.65008,-42.35346,302.9,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,286.9,1.4,N
-18.54833,-42.50796,305,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,287.9,1.1,N
-18.54764,-42.51198,307.4,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,287.8,1.6,N
-18.54408,-42.51137,309.5,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,288.7,1.6,N
-18.54051,-42.51083,314,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,288.6,2.3,N
-18.46857,-42.92902,307.7,0.47,0.39,2019-10-20,03:48,N,nominal,1.0NRT,280.6,2.3,N
-18.4678,-42.93348,303.4,0.47,0.39,2019-10-20,03:48,N,nominal,1.0NRT,280.3,4.8,N
-18.39878,-43.28637,301.7,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,284.8,2.7,N
-18.39585,-43.28129,311.7,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,284.2,2.7,N
-18.39432,-43.29001,315.5,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,285.3,3.6,N
-18.39509,-43.28562,331.3,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,285.7,2.7,N
-18.39214,-43.2807,306.7,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,283,1.4,N
-18.38766,-43.28452,301.8,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,284.5,1.4,N
-18.5268,-42.31396,301.6,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288,0.7,N
-18.52396,-42.30931,303.7,0.44,0.38,2019-10-20,03:48,N,nominal,1.0NRT,288.4,0.6,N
-18.4309,-42.84483,313.2,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,288.4,1.3,N
-18.42729,-42.84414,306.5,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,288.8,1.3,N
-18.42381,-42.82144,323.5,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.2,2.4,N
-18.4202,-42.82076,302.3,0.46,0.39,2019-10-20,03:48,N,nominal,1.0NRT,288.7,0.3,N
-18.30332,-43.16709,306.7,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,280.8,1.6,N
-18.30172,-43.17622,301,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,284.6,2.6,N
-18.30092,-43.18078,306.3,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,285,1.8,N
-18.30012,-43.18535,308.8,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,285.4,1.8,N
-18.29646,-43.18452,310.3,0.48,0.4,2019-10-20,03:48,N,nominal,1.0NRT,287.1,1.8,N
-18.37059,-42.52478,305.4,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.8,1.3,N
-18.36987,-42.52892,321.4,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,290.9,1.3,N
-18.55506,-41.25607,325.4,0.4,0.37,2019-10-20,03:48,N,nominal,1.0NRT,251.5,2.8,N
-18.51643,-41.30104,311.1,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,263.6,0.9,N
-18.51579,-41.3049,296.7,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,264.4,0.9,N
-18.51516,-41.30877,299.9,0.41,0.37,2019-10-20,03:48,N,nominal,1.0NRT,264.3,0.4,N
-18.30716,-42.37146,307.2,0.44,0.39,2019-10-20,03:48,N,nominal,1.0NRT,290.4,0.7,N
-18.27461,-42.53862,314.5,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.9,1.6,N
-18.27313,-42.54715,306,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.8,1.4,N
-18.27104,-42.53791,315.6,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.9,1.6,N
-18.38878,-41.83067,303.3,0.42,0.38,2019-10-20,03:48,N,nominal,1.0NRT,290.2,0.9,N
-18.26748,-42.53724,308.6,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.4,0.9,N
-18.26525,-42.55006,330.7,0.45,0.39,2019-10-20,03:48,N,nominal,1.0NRT,289.8,3.2,N
-14.60561,-47.39842,323.3,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,294.6,2.7,N
-14.74964,-46.3078,329.6,0.56,0.51,2019-10-20,03:48,N,nominal,1.0NRT,290.7,6,N
-14.74866,-46.31291,338,0.56,0.51,2019-10-20,03:48,N,nominal,1.0NRT,291.4,6,N
-14.74494,-46.30676,303.7,0.56,0.51,2019-10-20,03:48,N,nominal,1.0NRT,289.5,4.6,N
-14.74394,-46.31195,341.3,0.56,0.51,2019-10-20,03:48,N,nominal,1.0NRT,292.3,4.6,N
-15.88119,-39.80722,311.7,0.39,0.36,2019-10-20,03:48,N,nominal,1.0NRT,289.3,1.3,N
-15.87785,-39.80665,304,0.39,0.36,2019-10-20,03:48,N,nominal,1.0NRT,289.4,0.6,N
-15.7174,-40.46512,305.6,0.4,0.37,2019-10-20,03:48,N,nominal,1.0NRT,290.5,0.5,N
-15.06975,-44.06491,305.7,0.4,0.44,2019-10-20,03:48,N,nominal,1.0NRT,291,0.9,N
-15.06502,-44.06781,303,0.4,0.44,2019-10-20,03:48,N,nominal,1.0NRT,290.9,0.9,N
-15.55447,-41.21183,302.1,0.42,0.38,2019-10-20,03:48,N,nominal,1.0NRT,289.5,0.5,N
-14.59947,-46.47212,305.5,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,292.9,1.6,N
-14.59457,-46.47179,309.5,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,295,3.2,N
-14.58842,-46.47781,313.5,0.57,0.52,2019-10-20,03:48,N,nominal,1.0NRT,295.1,5.2,N
-14.41548,-47.33009,316.1,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,293.4,4.4,N
-14.41482,-47.3334,302.3,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,290.1,1.2,N
-14.41656,-47.32468,352.5,0.33,0.55,2019-10-20,03:48,N,nominal,1.0NRT,295,4.6,N
